taxname=;
mxram 4096;
taxname +27;
nstates num 32;
xread
'File downloaded from graemetlloyd.com'
373 115
& [numeric]
Pseudoloris_parvulus         110280?4????40?00?1?24---40020-200412004-200000220424121724021002020-6244222202022-600021112000210020?24?0??2??2212002613----220021002000000041200?020000-20041220402001004042040000002??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
Purgatorius_unio             0?????42????????????00020420220220410--01200040420200000A26023002022222422442045222200044322020210020???00242?1???????????????????00000020000002202222000-020212206000210000?????0??0????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
Qatrania_wingi               ??0?????????????????22???????22????12004-000002240?2?000102221002222201022120000002031441100020210200????????????????????????????????????????????0??20000-002400??00??????02????????2????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
Rencunius_zhoui              ???????????????????????????????????12004-20002?020?00020A258430022130113420-2021110110340-22000210010??????????????????????????????002000000020204??22020-?002002?40?????400????????0????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
Rooneyia_viejaensis          ?????????????????????????????????????????????????????????????????????????????????????????????????????0??????????2120???1231?0222020000200120?412002030200-20460020202000020224120??????????????????????????????????????????????????????????????????????????????????????????????????????????????????0042022002?411100000??100011100?120?0222206?01011011????21?3??100??1????????????0?
Saharagalago_misrensis       ??????????????????????????????????????????????????????????620-022224-62442????????????0??????????0020????????????????????????????????????????????0?0200242?000000?00?????040?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
Saimiri_sciureus             100220000010042000032206042400-244804224-42024422000000005061?022410-624220-200022-600180-3002-0000001244020200001101[04]21111220400020000200100411320100-00-20000000111200043000204220212225202004232020222121601100032002333001126[13]1101230000010011101102020011140011012002003110011013102004200030000010242?220-?1000230021211111100?111022207011011122042?30440210000001111111111111
Serapia_eocaena              ??0??????????2?1000322042400222204414224-400020220220000200821000200022222222000200210260-10020210000???????????????????????????????????????????????????????????????????????????????2????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
Shoshonius_cooperi           10004??0????00?00012220002220202027122002202210240244120344242102326242420432020222400102212100210043??????????????????12110024022000200210001122220340-0-010400224010412100220400??001???204200322020?200242??????2200043[13]0211212012??400????11?321?????1?01??????202210211130102[13]000010??????????102220?0??2410011221??0200?1100?120000????0??12???2?????2111??1?????????????????0?
Siamopithecus_eocaenus       ??0????0?????4?0000322???400222204812004-200224220020000020C0-0?240?44?2020-2003024400200-30000210020??????????????????12????0200200000000000412200202-00-400000000000202024202220?24????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????0???????????????1???????????????????
