taxname=;
mxram 4096;
taxname +27;
nstates num 32;
xread
'File downloaded from graemetlloyd.com'
373 115
& [numeric]
Steinius_vespertinus         11006??3?????2??????02???4002202448120041202240220002020624243002222352442254000223500022422?10210020?????????????????1??????22002020200000004124020140-0-030212204000400000210200???????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
Strigorhysis_sp              10014??0????20??????22??0???0202?02120?4-200230242442100260241002?2044241245201022440?43?412???210024???????????2??????12?1?022002100000000004124020240-0-04020020100040204421020????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
Taqah_propliopithecid        ??0??????????2?100??24---400222206814224-402244240240000040C210204040202020-210?022220240-32020210020????????????????????????040020000120120041??2?202-00-400000001022202422????????4????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
Tarsius_bancanus             2?0--?3111?0020002002200440020-220211004-20222022042412131144100200025243242200022250022411210021001014441040-02010012212310020002200200000004120010140-0-00010000302040140140040020011665204200002420240024001101110000[13]020011001112-0610210111332120120200112250230221022113010040000100010000600102220200224100111020022211111100?100002201011211022110?01340010000001111111111100
Tarsius_sirindhornae         2?0--??2????????????22?????0?202??411004-20002022?42412050[13]541002?0?24244242200?2224002241?2100210020????????????????????????200022002020000001200?0240-0-?002122060?????4?0????????0??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????02????????????????????????
Teilhardina_americana        11016??4????10?0000212000410220221[35]120021200210240112110[35]2[135]143002022442432452001224500142420100210020????????????????????????2200220020000000412102?240-0-030212204000401202220100??0????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
Teilhardina_asiatica         1?0070010?1?00?0?0030200042022023261200212000302200020005560420020204424224520002244002324100002100?0??1????0???2?0?00001210022002010000000002122020240-0-0002122020004100022200000??02????????????????????????????????????????????????????????????????????????????????????????????????????????????0?????????????????????????????????????????2?????????????01?1??10??????????????????
Teilhardina_belgica          11005??1????00?????312???4000202225120021200040220002000734043002020442422452000224400232410000210010????????????????????????220022000000100021210?0140-0-000212202000400002220000?????????????????????????????????2?00043?0211223012??400???????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
Tetonius_sp                  11028044411440?0001022000400220220412003120022023244210025024300202[13]442412452010224400342410120210020?344?322?0?210002?12310022002100101000004124020140-0-020212204000402202210200??2??????????????????????????????22000434021120201???400??????????????????????????????????????????????????????????????0?0???41??1?2????0????1100?1200????2?0??11??02?????2111??1????1??????????????
Tetonoides_sp                11027??4????20??????22???00222022261400022002202422240205260420021263424424[13]2010223400222[014]12?00210020???????????????????2????220?20002000000?21210???40-??020212??40??4?24?2210300???????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
Trogolemur_myodes            11028?4441??40?000?024---4?040-2002020021202000220444220222043002026-6244225201022-600202412200210000?????????????????????0????0??0000000?000412?0?0240-0-0401102020204022?4200300???????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
Uintanius_ameghini           10005??2????00??????22???200220202410--202000002204422022A5043002020442422222020224400242112000210020????????????????????????22002000000000004124000240-0-02020020202040011222030????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
Varecia_variegata            10104142411200011034220604102222246120221324320201000000A26C0-020202-623020-210221-600180-221202100200120040020401400021121000000200000000000302401204--0-002000200040400421300000000012342043010224202301243112011420404440400430211112?000?0112321210221001022401024402000311002001221000?1210510000002400102001000200032010100001101022210200001100?1?00132304010000?000????????0?
Wadilemur_elegans            1??????2????????????22040300222202810--30200021400204002A0520-022022-6240?0-202022-600040-12000210010????????????????????????????2?000?0002?0412?0?0200240000000200020010040?????0???????????????????????????????????????????????????????????????????????????????????????221241120?0?02??????????????????????????????????????????????????????????????????????????????????????????????
Wailekia_orientale           ????????????????????20???????2?????1????????????????????????????????????2?0-2020?20010240-1200?2100?0????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
Washakius_insignis           10004010?11400?000?1220102222202026122102202200020244120344241102324222420422020222200202122000410044?????????????????21210?02420202020010200212222032020-022400224012200000240400?????????????????????????????????22???430?????02?????4?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
Xanthorhysis_tabrumi         ??0?????????????????22???400220222212004-202220220422120846241002000242442422000222400044112020210020?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????1??0???????????????????????????????????????????????????????????????????????????????????????????????????
;
ccode +[/40 0 -[/120 1 -[/120 2 +[/60 3 +[/15 4 -[/120 5 +[/30 6 +[/30 7 +[/30 8 -[/120 9 -[/120 10 +[/30 11 +[/30 12 +[/30 13 +[/60 14 -[/120 15 -[/120 16 +[/60 17 -[/120 18 -[/120 19 -[/60 20 -[/30 21 -[/120 22 +[/20 23 +[/30 24 +[/30 25 +[/60 26 +[/30 27 -[/120 28 +[/60 29 +[/60 30 +[/60 31 +[/30 32 +[/20 33 +[/15 34 -[/120 35 +[/30 36 +[/60 37 +[/60 38 +[/30 39 +[/60 40 +[/30 41 +[/60 42 +[/30 43 +[/30 44 +[/30 45 +[/30 46 +[/30 47 +[/20 48 +[/30 49 +[/30 50 +[/30 51 +[/30 52 +[/60 53 +[/60 54 +[/60 55 +[/12 56 +[/12 57 +[/20 58 +[/10 59 +[/30 60 -[/120 61 +[/60 62 +[/60 63 +[/60 64 +[/30 65 +[/30 66 -[/120 67 +[/30 68 +[/20 69 +[/60 70 +[/30 71 +[/30 72 +[/60 73 +[/30 74 -[/120 75 +[/30 76 -[/120 77 +[/30 78 -[/120 79 +[/60 80 +[/30 81 +[/30 82 +[/20 83 +[/40 84 -[/120 85 +[/30 86 +[/15 87 +[/30 88 +[/30 89 -[/120 90 +[/30 91 +[/60 92 +[/60 93 -[/120 94 +[/30 95 -[/120 96 -[/120 97 +[/60 98 +[/30 99 +[/30 100 -[/120 101 +[/30 102 +[/30 103 +[/30 104 -[/120 105 +[/30 106 +[/30 107 +[/60 108 -[/120 109 -[/120 110 +[/30 111 +[/60 112 +[/60 113 +[/30 114 +[/60 115 -[/120 116 +[/30 117 +[/20 118 -[/120 119 -[/40 120 -[/120 121 -[/120 122 +[/30 123 +[/30 124 +[/60 125 +[/30 126 +[/60 127 +[/60 128 +[/60 129 +[/60 130 +[/60 131 -[/120 132 +[/60 133 -[/120 134 +[/60 135 +[/60 136 -[/120 137 +[/60 138 -[/120 139 +[/60 140 +[/20 141 -[/120 142 -[/120 143 +[/20 144 +[/30 145 +[/60 146 +[/60 147 +[/40 148 +[/30 149 +[/60 150 +[/60 151 +[/30 152 +[/60 153 +[/30 154 +[/30 155 +[/30 156 +[/20 157 -[/120 158 +[/60 159 +[/60 160 +[/30 161 +[/20 162 -[/120 163 +[/30 164 +[/60 165 +[/30 166 -[/120 167 +[/40 168 +[/30 169 +[/30 170 +[/30 171 +[/30 172 +[/30 173 +[/30 174 +[/30 175 +[/30 176 +[/60 177 -[/120 178 +[/60 179 +[/30 180 -[/120 181 +[/60 182 +[/20 183 +[/20 184 +[/20 185 +[/40 186 +[/60 187 -[/120 188 +[/30 189 -[/120 190 +[/30 191 -[/120 192 +[/40 193 +[/60 194 +[/30 195 +[/60 196 +[/60 197 -[/120 198 +[/30 199 +[/60 200 -[/120 201 +[/30 202 +[/30 203 +[/15 204 -[/120 205 +[/60 206 +[/60 207 -[/120 208 -[/120 209 -[/120 210 +[/20 211 +[/30 212 +[/60 213 +[/30 214 +[/60 215 +[/30 216 +[/30 217 +[/30 218 -[/120 219 +[/30 220 -[/120 221 -[/120 222 +[/30 223 +[/20 224 +[/30 225 +[/60 226 -[/120 227 +[/60 228 +[/60 229 -[/120 230 +[/20 231 -[/120 232 +[/60 233 +[/60 234 -[/120 235 -[/120 236 -[/120 237 -[/120 238 -[/60 239 +[/30 240 +[/40 241 +[/60 242 -[/120 243 +[/60 244 -[/120 245 -[/120 246 +[/60 247 +[/60 248 -[/120 249 -[/120 250 -[/120 251 -[/120 252 -[/120 253 -[/120 254 -[/120 255 +[/15 256 -[/120 257 +[/60 258 +[/40 259 +[/60 260 +[/30 261 +[/30 262 -[/120 263 +[/60 264 +[/60 265 +[/60 266 -[/120 267 +[/30 268 +[/30 269 -[/120 270 -[/120 271 +[/60 272 +[/60 273 +[/30 274 -[/120 275 +[/60 276 +[/30 277 +[/30 278 -[/120 279 +[/40 280 -[/120 281 -[/120 282 +[/20 283 -[/120 284 +[/60 285 +[/60 286 -[/120 287 +[/20 288 -[/120 289 +[/60 290 -[/120 291 -[/120 292 +[/30 293 +[/60 294 +[/60 295 +[/60 296 +[/30 297 +[/60 298 -[/120 299 +[/30 300 +[/30 301 +[/30 302 -[/120 303 +[/60 304 -[/120 305 -[/120 306 -[/120 307 -[/120 308 +[/60 309 -[/120 310 -[/120 311 -[/120 312 -[/120 313 +[/60 314 -[/120 315 -[/120 316 -[/120 317 -[/120 318 -[/120 319 -[/120 320 -[/120 321 -[/120 322 -[/120 323 -[/120 324 -[/120 325 -[/120 326 +[/60 327 +[/30 328 +[/60 329 -[/120 330 +[/60 331 -[/120 332 +[/15 333 -[/120 334 -[/120 335 -[/120 336 +[/60 337 -[/120 338 -[/120 339 -[/120 340 +[/60 341 -[/120 342 +[/60 343 +[/30 344 +[/60 345 +[/60 346 +[/40 347 -[/120 348 -[/120 349 -[/120 350 +[/60 351 +[/30 352 -[/120 353 -[/120 354 +[/60 355 +[/60 356 +[/60 357 -[/120 358 -[/120 359 -[/120 360 -[/120 361 -[/120 362 -[/120 363 -[/120 364 -[/120 365 -[/120 366 -[/120 367 -[/120 368 -[/120 369 -[/120 370 -[/120 371 -[/120 372 ;
smatrix = 0 (step_A)
0>0 0
0>1 1
0>2 2
1>0 999
1>1 0
1>2 1
2>0 999
2>1 999
2>2 0
;
smatrix + step_A 20;
smatrix = 1 (step_B)
0>0 0
0>1 1
0>2 2
0>3 3
0>4 4
1>0 999
1>1 0
1>2 1
1>3 2
1>4 3
2>0 999
2>1 999
2>2 0
2>3 1
2>4 2
3>0 999
3>1 999
3>2 999
3>3 0
3>4 1
4>0 999
4>1 999
4>2 999
4>3 999
4>4 0
;
smatrix + step_B 21;
smatrix = 2 (step_C)
0>0 0
0>1 1
1>0 999
1>1 0
;
smatrix + step_C 119;
smatrix = 3 (step_D)
0>0 0
0>1 1
0>2 2
0>3 3
0>4 4
1>0 999
1>1 0
1>2 1
1>3 2
1>4 3
2>0 999
2>1 999
2>2 0
2>3 1
2>4 2
3>0 999
3>1 999
3>2 999
3>3 0
3>4 1
4>0 999
4>1 999
4>2 999
4>3 999
4>4 0
;
smatrix + step_D 120;
ccode ( 20 21 119 120;
rseed*;
hold 999;
xmult=rss fuse 50 drift 50 ratchet 50;
mult 50 =tbr drift;
tsave scratch.tre;
save;
tsave /;
rseed*;
hold 999;
xmult=rss fuse 50 drift 50 ratchet 50;
mult 50 =tbr drift;
tsave scratch.tre +;
save;
tsave /;
rseed*;
hold 999;
xmult=rss fuse 50 drift 50 ratchet 50;
mult 50 =tbr drift;
tsave scratch.tre +;
save;
tsave /;
rseed*;
hold 999;
xmult=rss fuse 50 drift 50 ratchet 50;
mult 50 =tbr drift;
tsave scratch.tre +;
save;
tsave /;
rseed*;
hold 999;
xmult=rss fuse 50 drift 50 ratchet 50;
mult 50 =tbr drift;
tsave scratch.tre +;
save;
tsave /;
rseed*;
hold 999;
xmult=rss fuse 50 drift 50 ratchet 50;
mult 50 =tbr drift;
tsave scratch.tre +;
save;
tsave /;
rseed*;
hold 999;
xmult=rss fuse 50 drift 50 ratchet 50;
mult 50 =tbr drift;
tsave scratch.tre +;
save;
tsave /;
rseed*;
hold 999;
xmult=rss fuse 50 drift 50 ratchet 50;
mult 50 =tbr drift;
tsave scratch.tre +;
save;
tsave /;
rseed*;
hold 999;
xmult=rss fuse 50 drift 50 ratchet 50;
mult 50 =tbr drift;
tsave scratch.tre +;
save;
tsave /;
rseed*;
hold 999;
xmult=rss fuse 50 drift 50 ratchet 50;
mult 50 =tbr drift;
tsave scratch.tre +;
save;
tsave /;
rseed*;
hold 999;
xmult=rss fuse 50 drift 50 ratchet 50;
mult 50 =tbr drift;
tsave scratch.tre +;
save;
tsave /;
rseed*;
hold 999;
xmult=rss fuse 50 drift 50 ratchet 50;
mult 50 =tbr drift;
tsave scratch.tre +;
save;
tsave /;
rseed*;
hold 999;
xmult=rss fuse 50 drift 50 ratchet 50;
mult 50 =tbr drift;
tsave scratch.tre +;
save;
tsave /;
rseed*;
hold 999;
xmult=rss fuse 50 drift 50 ratchet 50;
mult 50 =tbr drift;
tsave scratch.tre +;
save;
tsave /;


hold 100000;
shortread scratch.tre;
bbreak=tbr; nelsen*; export -Patel_etal_2012atntmpts_plus_strict.nex; mrp;
export Patel_etal_2012amrp.nex; 
proc/;

